timestamp,value,sensor
2025-12-08T19:02:55.305284+00:00,0.087010,simulated
2025-12-08T19:02:55.310284+00:00,-0.279334,simulated
2025-12-08T19:02:55.315284+00:00,0.126761,simulated
2025-12-08T19:02:55.320284+00:00,0.000192,simulated
2025-12-08T19:02:55.325284+00:00,-0.153128,simulated
2025-12-08T19:02:55.330284+00:00,-0.006602,simulated
2025-12-08T19:02:55.335284+00:00,0.363284,simulated
2025-12-08T19:02:55.340284+00:00,0.158893,simulated
2025-12-08T19:02:55.345284+00:00,0.159070,simulated
2025-12-08T19:02:55.350284+00:00,-0.059598,simulated
2025-12-08T19:02:55.355284+00:00,-0.305387,simulated
2025-12-08T19:02:55.360284+00:00,0.199031,simulated
2025-12-08T19:02:55.365284+00:00,0.264646,simulated
2025-12-08T19:02:55.370284+00:00,0.109150,simulated
2025-12-08T19:02:55.375284+00:00,0.114635,simulated
2025-12-08T19:02:55.380284+00:00,0.118028,simulated
2025-12-08T19:02:55.385284+00:00,0.032546,simulated
2025-12-08T19:02:55.390284+00:00,-0.059254,simulated
2025-12-08T19:02:55.395284+00:00,0.202769,simulated
2025-12-08T19:02:55.400284+00:00,0.046575,simulated
2025-12-08T19:02:55.405284+00:00,-0.398488,simulated
2025-12-08T19:02:55.410284+00:00,0.020471,simulated
2025-12-08T19:02:55.415284+00:00,-0.061259,simulated
2025-12-08T19:02:55.420284+00:00,-0.292923,simulated
2025-12-08T19:02:55.425284+00:00,0.341445,simulated
2025-12-08T19:02:55.430284+00:00,0.478592,simulated
2025-12-08T19:02:55.435284+00:00,-0.233344,simulated
2025-12-08T19:02:55.440284+00:00,0.145750,simulated
2025-12-08T19:02:55.445284+00:00,-0.046999,simulated
2025-12-08T19:02:55.450284+00:00,0.040560,simulated
2025-12-08T19:02:55.455284+00:00,-0.112676,simulated
2025-12-08T19:02:55.460284+00:00,0.020842,simulated
2025-12-08T19:02:55.465284+00:00,0.271491,simulated
2025-12-08T19:02:55.470284+00:00,0.056162,simulated
2025-12-08T19:02:55.475284+00:00,-0.064597,simulated
2025-12-08T19:02:55.480284+00:00,-0.068760,simulated
2025-12-08T19:02:55.485284+00:00,-0.175809,simulated
2025-12-08T19:02:55.490284+00:00,-0.056080,simulated
2025-12-08T19:02:55.495284+00:00,-0.257377,simulated
2025-12-08T19:02:55.500284+00:00,0.231507,simulated
2025-12-08T19:02:55.505284+00:00,-0.412125,simulated
2025-12-08T19:02:55.510284+00:00,0.025098,simulated
2025-12-08T19:02:55.515284+00:00,-0.172815,simulated
2025-12-08T19:02:55.520284+00:00,-0.143185,simulated
2025-12-08T19:02:55.525284+00:00,-0.122385,simulated
2025-12-08T19:02:55.530284+00:00,-0.134182,simulated
